date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:08:02	20821/20821	---MCZ	200	added ('OK')	text/html	etag:W/%22ac71027880610d0b74f38697c36b03aa%22	https://arino-html.vercel.app/case-study-showcase.html	D:/01-Templates/arino/arino-html.vercel.app/case-study-showcase.html	(from https://arino-html.vercel.app/)
19:08:03	60656/60656	---MCZ	200	added ('OK')	text/html	etag:W/%2277479ab301fbbd7d4bb2a65734fdf4e0%22	https://arino-html.vercel.app/creative-portfolio.html	D:/01-Templates/arino/arino-html.vercel.app/creative-portfolio.html	(from https://arino-html.vercel.app/)
19:08:03	1265974/1265974	---M--	200	added ('OK')	image/jpeg	etag:%227e07b520d265a9e1aaf8a16e93c0675b%22	https://arino-html.vercel.app/assets/img/demo/case_study_showcase.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/demo/case_study_showcase.jpeg	(from https://arino-html.vercel.app/)
19:08:03	25513/25513	---M--	200	added ('OK')	image/jpeg	etag:%227da1abe0c0024f31f24585c1be1f0c31%22	https://arino-html.vercel.app/assets/img/demo/portfolio.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/demo/portfolio.jpeg	(from https://arino-html.vercel.app/)
19:08:03	71544/71544	---MCZ	200	added ('OK')	text/html	etag:W/%2251255d446b91b2ffb1cf555b9c4bf41d%22	https://arino-html.vercel.app/digital-agency.html	D:/01-Templates/arino/arino-html.vercel.app/digital-agency.html	(from https://arino-html.vercel.app/)
19:08:03	107882/107882	---M--	200	added ('OK')	image/jpeg	etag:%228802f0cda1b09372349144412c9926e1%22	https://arino-html.vercel.app/assets/img/demo/digital-agency.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/demo/digital-agency.jpeg	(from https://arino-html.vercel.app/)
19:08:04	104040/104040	---MCZ	200	added ('OK')	text/html	etag:W/%22cc16958cdadd8d5db9f83cc147ced3a8%22	https://arino-html.vercel.app/marketing-agency.html	D:/01-Templates/arino/arino-html.vercel.app/marketing-agency.html	(from https://arino-html.vercel.app/)
19:08:04	36468/36468	---M--	200	added ('OK')	image/jpeg	etag:%2221b25a2df05159955eaa031f5e2521b9%22	https://arino-html.vercel.app/assets/img/demo/marketing.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/demo/marketing.jpeg	(from https://arino-html.vercel.app/)
19:08:04	64976/64976	---MCZ	200	added ('OK')	text/html	etag:W/%22722f8948eac6532591df721921d9a029%22	https://arino-html.vercel.app/freelancer-agency.html	D:/01-Templates/arino/arino-html.vercel.app/freelancer-agency.html	(from https://arino-html.vercel.app/)
19:08:04	57167/57167	---M--	200	added ('OK')	image/jpeg	etag:%2200b554ee012037334b760434e98ea4f1%22	https://arino-html.vercel.app/assets/img/demo/freelancer-agency.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/demo/freelancer-agency.jpeg	(from https://arino-html.vercel.app/)
19:08:05	57464/57464	---M--	200	added ('OK')	image/jpeg	etag:%2233a4b3c75c9d5fe3bc8fc453fd11a9be%22	https://arino-html.vercel.app/assets/img/demo/rtl.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/demo/rtl.jpeg	(from https://arino-html.vercel.app/)
19:08:05	63634/63634	---MCZ	200	added ('OK')	text/html	etag:W/%22b3c7b34b38217e5c59174be7a1a4692f%22	https://arino-html.vercel.app/about.html	D:/01-Templates/arino/arino-html.vercel.app/about.html	(from https://arino-html.vercel.app/)
19:08:05	85498/85498	---MCZ	200	added ('OK')	text/html	etag:W/%2203b82a4d78816a0ef840384127ad9452%22	https://arino-html.vercel.app/service.html	D:/01-Templates/arino/arino-html.vercel.app/service.html	(from https://arino-html.vercel.app/)
19:08:05	65545/65545	---MCZ	200	added ('OK')	text/html	etag:W/%22dc360245f6563f3d01c4fc8a688bfa6b%22	https://arino-html.vercel.app/service-details.html	D:/01-Templates/arino/arino-html.vercel.app/service-details.html	(from https://arino-html.vercel.app/)
19:08:05	30823/30823	---MCZ	200	added ('OK')	text/html	etag:W/%226619af48cba80c2f952eafdfc2ac73c1%22	https://arino-html.vercel.app/portfolio.html	D:/01-Templates/arino/arino-html.vercel.app/portfolio.html	(from https://arino-html.vercel.app/)
19:08:06	29418/29418	---MCZ	200	added ('OK')	text/html	etag:W/%22b872519c0c1ecee133e63e70500e471c%22	https://arino-html.vercel.app/portfolio-details.html	D:/01-Templates/arino/arino-html.vercel.app/portfolio-details.html	(from https://arino-html.vercel.app/)
19:08:06	41068/41068	---MCZ	200	added ('OK')	text/html	etag:W/%2291e585c42bb2f6c96cae66ad82e741cc%22	https://arino-html.vercel.app/blog.html	D:/01-Templates/arino/arino-html.vercel.app/blog.html	(from https://arino-html.vercel.app/)
19:08:06	40438/40438	---MCZ	200	added ('OK')	text/html	etag:W/%22ca50180b7452a98936d4f024f9fa7e1a%22	https://arino-html.vercel.app/blog-details.html	D:/01-Templates/arino/arino-html.vercel.app/blog-details.html	(from https://arino-html.vercel.app/)
19:08:06	29785/29785	---MCZ	200	added ('OK')	text/html	etag:W/%2269cbb5b4622e7c6756dd5be942b9dccc%22	https://arino-html.vercel.app/contact.html	D:/01-Templates/arino/arino-html.vercel.app/contact.html	(from https://arino-html.vercel.app/)
19:08:07	70896/70896	---MCZ	200	added ('OK')	text/html	etag:W/%2262ae65b6171b8729b89adfe7495b6546%22	https://arino-html.vercel.app/team.html	D:/01-Templates/arino/arino-html.vercel.app/team.html	(from https://arino-html.vercel.app/)
19:08:07	32482/32482	---MCZ	200	added ('OK')	text/html	etag:W/%22bd1d51a5a1bd0327274b48452b963d1d%22	https://arino-html.vercel.app/team-details.html	D:/01-Templates/arino/arino-html.vercel.app/team-details.html	(from https://arino-html.vercel.app/)
19:08:07	31975/31975	---MCZ	200	added ('OK')	text/html	etag:W/%226c2e027d55cf39a29f548122bb7dc3bb%22	https://arino-html.vercel.app/case-study.html	D:/01-Templates/arino/arino-html.vercel.app/case-study.html	(from https://arino-html.vercel.app/)
19:08:07	32839/32839	---MCZ	200	added ('OK')	text/html	etag:W/%22dc68ffc2710244ce08b15a2406503ed1%22	https://arino-html.vercel.app/faq.html	D:/01-Templates/arino/arino-html.vercel.app/faq.html	(from https://arino-html.vercel.app/)
19:08:07	2322/2322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c8d9c1fd546778be0e7ebcfe9d0d989d%22	https://arino-html.vercel.app/assets/img/footer_logo.svg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/footer_logo.svg	(from https://arino-html.vercel.app/)
19:08:08	371/371	---M--	200	added ('OK')	image/svg+xml	etag:%22f36d3a81e57eed5fc123afad194c34a9%22	https://arino-html.vercel.app/assets/img/funfact_shape_bg.svg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/funfact_shape_bg.svg	(from https://arino-html.vercel.app/)
19:08:08	188256/188256	---M--	200	added ('OK')	image/jpeg	etag:%22dc3eacc8bdb746cbbd5b30aaf5fe0588%22	https://arino-html.vercel.app/assets/img/service_1.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/service_1.jpeg	(from https://arino-html.vercel.app/)
19:08:08	152614/152614	---M--	200	added ('OK')	image/jpeg	etag:%22d305e66d552aaf414a62666e182436ae%22	https://arino-html.vercel.app/assets/img/service_2.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/service_2.jpeg	(from https://arino-html.vercel.app/)
19:08:08	252994/252994	---M--	200	added ('OK')	image/jpeg	etag:%2216afb7f4a4aedbb15df1323c8fb03cf8%22	https://arino-html.vercel.app/assets/img/service_3.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/service_3.jpeg	(from https://arino-html.vercel.app/)
19:08:09	271903/271903	---M--	200	added ('OK')	image/jpeg	etag:%221b09f376868a310e331781db8eb6b0df%22	https://arino-html.vercel.app/assets/img/service_4.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/service_4.jpeg	(from https://arino-html.vercel.app/)
19:08:09	213811/213811	---M--	200	added ('OK')	image/jpeg	etag:%224c346055decbd604bc622277ce8458b6%22	https://arino-html.vercel.app/assets/img/portfolio_1.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/portfolio_1.jpeg	(from https://arino-html.vercel.app/)
19:08:09	235773/235773	---M--	200	added ('OK')	image/jpeg	etag:%2279f96f8fcbe51fda22d24c54a3191c71%22	https://arino-html.vercel.app/assets/img/portfolio_2.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/portfolio_2.jpeg	(from https://arino-html.vercel.app/)
19:08:09	202516/202516	---M--	200	added ('OK')	image/jpeg	etag:%229210fe50c86f2458f12be52427a7a531%22	https://arino-html.vercel.app/assets/img/portfolio_3.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/portfolio_3.jpeg	(from https://arino-html.vercel.app/)
19:08:09	65347/65347	---M--	200	added ('OK')	image/jpeg	etag:%2279dcc756dd01b6fc02611c0f44dd3538%22	https://arino-html.vercel.app/assets/img/video_bg.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/video_bg.jpeg	(from https://arino-html.vercel.app/)
19:08:10	43342/43342	---M--	200	added ('OK')	image/jpeg	etag:%22dd613c7f1953bb6a275cfb2e7d190b3d%22	https://arino-html.vercel.app/assets/img/member_1.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/member_1.jpeg	(from https://arino-html.vercel.app/)
19:08:10	33761/33761	---M--	200	added ('OK')	image/jpeg	etag:%22058e796711cf4fe1105867660d02d796%22	https://arino-html.vercel.app/assets/img/member_2.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/member_2.jpeg	(from https://arino-html.vercel.app/)
19:08:10	38979/38979	---M--	200	added ('OK')	image/jpeg	etag:%22771877963b80772104ce81e27f583455%22	https://arino-html.vercel.app/assets/img/member_3.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/member_3.jpeg	(from https://arino-html.vercel.app/)
19:08:10	40325/40325	---M--	200	added ('OK')	image/jpeg	etag:%2282423271ae6225d744142f63b4a385d7%22	https://arino-html.vercel.app/assets/img/member_4.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/member_4.jpeg	(from https://arino-html.vercel.app/)
19:08:11	58559/58559	---M--	200	added ('OK')	image/jpeg	etag:%225ecde30dc48ee57d805df8f362cb3c96%22	https://arino-html.vercel.app/assets/img/testimonial_1.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/testimonial_1.jpeg	(from https://arino-html.vercel.app/)
19:08:11	83702/83702	---M--	200	added ('OK')	image/jpeg	etag:%224ae3486cb1e5b1c82789219ac6b1f382%22	https://arino-html.vercel.app/assets/img/testimonial_2.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/testimonial_2.jpeg	(from https://arino-html.vercel.app/)
19:08:11	64915/64915	---M--	200	added ('OK')	image/jpeg	etag:%223b1dfec4a3ef7a821b409aad8bc5690f%22	https://arino-html.vercel.app/assets/img/testimonial_3.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/testimonial_3.jpeg	(from https://arino-html.vercel.app/)
19:08:11	2291/2291	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bf3a832d232f20b2e34efcae140921e%22	https://arino-html.vercel.app/assets/img/rating.svg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/rating.svg	(from https://arino-html.vercel.app/)
19:08:12	159075/159075	---M--	200	added ('OK')	image/jpeg	etag:%22c90aa9f652e3d2287efb05a44abd3179%22	https://arino-html.vercel.app/assets/img/post_1.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/post_1.jpeg	(from https://arino-html.vercel.app/)
19:08:12	148349/148349	---M--	200	added ('OK')	image/jpeg	etag:%22cb38a5116c3ebe0778e595feef613fc5%22	https://arino-html.vercel.app/assets/img/post_2.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/post_2.jpeg	(from https://arino-html.vercel.app/)
19:08:12	156127/156127	---M--	200	added ('OK')	image/jpeg	etag:%22221eed440e543442bcf10dc34fc13d61%22	https://arino-html.vercel.app/assets/img/post_3.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/post_3.jpeg	(from https://arino-html.vercel.app/)
19:08:12	12618/12618	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226ab6e840612e8388dc2fcb2c6731464a%22	https://arino-html.vercel.app/assets/img/partner_1.svg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/partner_1.svg	(from https://arino-html.vercel.app/)
19:08:12	12712/12712	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223e890ef10d1b2fc8ddaf528bd8236092%22	https://arino-html.vercel.app/assets/img/partner_2.svg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/partner_2.svg	(from https://arino-html.vercel.app/)
19:08:13	12826/12826	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226376f40a64f2f7e23a3b177a4de15601%22	https://arino-html.vercel.app/assets/img/partner_3.svg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/partner_3.svg	(from https://arino-html.vercel.app/)
19:08:13	13085/13085	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c8d59333b0a17894a5a9c6a7a0246f03%22	https://arino-html.vercel.app/assets/img/partner_4.svg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/partner_4.svg	(from https://arino-html.vercel.app/)
19:08:13	12680/12680	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22eea68101181e986af4a0afd681178c2e%22	https://arino-html.vercel.app/assets/img/partner_5.svg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/partner_5.svg	(from https://arino-html.vercel.app/)
19:08:13	5457/5457	---M--	200	added ('OK')	image/jpeg	etag:%22331bbe5cd93e2ab21fe8072c864f040c%22	https://arino-html.vercel.app/assets/img/cta_bg.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/cta_bg.jpeg	(from https://arino-html.vercel.app/)
19:08:13	89500/89500	---MCZ	200	added ('OK')	application/javascript	etag:W/%227c14a783dfeb3d238ccd3edd840d82ee%22	https://arino-html.vercel.app/assets/js/plugins/jquery-3.6.0.min.js	D:/01-Templates/arino/arino-html.vercel.app/assets/js/plugins/jquery-3.6.0.min.js	(from https://arino-html.vercel.app/)
19:08:14	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%222afcff647ed260006faa71c8e779e8d4%22	https://arino-html.vercel.app/assets/js/plugins/isotope.pkg.min.js	D:/01-Templates/arino/arino-html.vercel.app/assets/js/plugins/isotope.pkg.min.js	(from https://arino-html.vercel.app/)
19:08:14	42663/42663	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cc08d055d731edc517e573cb67a278aa%22	https://arino-html.vercel.app/assets/js/plugins/jquery.slick.min.js	D:/01-Templates/arino/arino-html.vercel.app/assets/js/plugins/jquery.slick.min.js	(from https://arino-html.vercel.app/)
19:08:14	11729/11729	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c8a3fe2eaf2863f382bfc55331a31102%22	https://arino-html.vercel.app/assets/js/plugins/jquery.counter.min.js	D:/01-Templates/arino/arino-html.vercel.app/assets/js/plugins/jquery.counter.min.js	(from https://arino-html.vercel.app/)
19:08:14	88431/88431	---MCZ	200	added ('OK')	application/javascript	etag:W/%220e471a83b48ace5c86af282efdf598c3%22	https://arino-html.vercel.app/assets/js/plugins/lightgallery.min.js	D:/01-Templates/arino/arino-html.vercel.app/assets/js/plugins/lightgallery.min.js	(from https://arino-html.vercel.app/)
19:08:15	8428/8428	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e93dbd84d74399a4791234c3a9349f56%22	https://arino-html.vercel.app/assets/js/plugins/wow.min.js	D:/01-Templates/arino/arino-html.vercel.app/assets/js/plugins/wow.min.js	(from https://arino-html.vercel.app/)
19:08:15	70983/70983	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a82082c20307c018d25ea8b433311d92%22	https://arino-html.vercel.app/assets/js/plugins/gsap.min.js	D:/01-Templates/arino/arino-html.vercel.app/assets/js/plugins/gsap.min.js	(from https://arino-html.vercel.app/)
19:08:15	24044/24044	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c1e781e61af1f58b21245328f89ad2ae%22	https://arino-html.vercel.app/assets/js/main.js	D:/01-Templates/arino/arino-html.vercel.app/assets/js/main.js	(from https://arino-html.vercel.app/)
19:08:16	4024/4024	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ecff11700aad0000cf3503f537d1df17%22	https://arino-html.vercel.app/assets/fonts/lg.eot?n1z373	D:/01-Templates/arino/arino-html.vercel.app/assets/fonts/lgd641.eot	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
19:08:16	4024/4024	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ecff11700aad0000cf3503f537d1df17%22	https://arino-html.vercel.app/assets/fonts/lg.eot?	D:/01-Templates/arino/arino-html.vercel.app/assets/fonts/lgd41d.eot	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
19:08:16	3956/3956	---M--	200	added ('OK')	font/woff	etag:%225fd4c338c1a1b1eeeb2c7b0a0967773d%22	https://arino-html.vercel.app/assets/fonts/lg.woff?n1z373	D:/01-Templates/arino/arino-html.vercel.app/assets/fonts/lgd641.woff	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
19:08:16	3880/3880	---MCZ	200	added ('OK')	font/ttf	etag:W/%224fe6f9caff8b287170d51d3d71d5e5c6%22	https://arino-html.vercel.app/assets/fonts/lg.ttf?n1z373	D:/01-Templates/arino/arino-html.vercel.app/assets/fonts/lgd641.ttf	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
19:08:16	8855/8855	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2298d62b1e5f5b556facf319b19c6c7cba%22	https://arino-html.vercel.app/assets/fonts/lg.svg?n1z373	D:/01-Templates/arino/arino-html.vercel.app/assets/fonts/lgd641.svg	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
19:08:17	3620/3620	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20May%202023%2014:08:16%20GMT	https://arino-html.vercel.app/assets/css/img/vimeo-play.png	D:/01-Templates/arino/arino-html.vercel.app/assets/css/img/vimeo-play.png	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
19:08:17	3620/3620	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20May%202023%2014:08:16%20GMT	https://arino-html.vercel.app/assets/css/img/video-play.png	D:/01-Templates/arino/arino-html.vercel.app/assets/css/img/video-play.png	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
19:08:17	3620/3620	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20May%202023%2014:08:17%20GMT	https://arino-html.vercel.app/assets/css/img/youtube-play.png	D:/01-Templates/arino/arino-html.vercel.app/assets/css/img/youtube-play.png	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
19:08:17	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22bbdac9cda255c54bfd809110aff87898%22	https://arino-html.vercel.app/assets/img/loading.gif	D:/01-Templates/arino/arino-html.vercel.app/assets/img/loading.gif	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
19:08:18	282/282	---M--	200	added ('OK')	image/png	etag:%22d1099d543a05b68fe515884d2dee37e8%22	https://arino-html.vercel.app/assets/img/drag.png	D:/01-Templates/arino/arino-html.vercel.app/assets/img/drag.png	(from https://arino-html.vercel.app/assets/css/style.css)
19:08:18	507/507	---M--	200	added ('OK')	image/svg+xml	etag:%223ede5b43c3219bd66d30a074c08db438%22	https://arino-html.vercel.app/assets/img/prev_arrow.svg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/prev_arrow.svg	(from https://arino-html.vercel.app/assets/css/style.css)
19:08:18	498/498	---M--	200	added ('OK')	image/svg+xml	etag:%22597b9a1bd253091ff8a35732baabfca2%22	https://arino-html.vercel.app/assets/img/next_arrow.svg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/next_arrow.svg	(from https://arino-html.vercel.app/assets/css/style.css)
19:08:18	848/848	---M--	200	added ('OK')	image/svg+xml	etag:%224e7694af202fbf4ad2af342f196fefc6%22	https://arino-html.vercel.app/assets/img/icons/double_arrow_icon.svg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/icons/double_arrow_icon.svg	(from https://arino-html.vercel.app/assets/css/style.css)
19:08:19	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%22a2431bc290cf34e330e11ec4cfce1247%22	https://arino-html.vercel.app/assets/css/plugins/swiper.min.css	D:/01-Templates/arino/arino-html.vercel.app/assets/css/plugins/swiper.min.css	(from https://arino-html.vercel.app/showcase-portfolio.html)
19:08:19	359927/359927	---M--	200	added ('OK')	image/jpeg	etag:%227209423e27d277a69708ed216e0b232b%22	https://arino-html.vercel.app/assets/img/slider_1.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/slider_1.jpeg	(from https://arino-html.vercel.app/showcase-portfolio.html)
19:08:19	795993/795993	---M--	200	added ('OK')	image/jpeg	etag:%22b03807ed6393ad485d5c588f5f3abd8a%22	https://arino-html.vercel.app/assets/img/slider_2.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/slider_2.jpeg	(from https://arino-html.vercel.app/showcase-portfolio.html)
19:08:20	1885280/1885280	---M--	200	added ('OK')	image/jpeg	etag:%22beb8e7fdac50992e2039f88a14f773fc%22	https://arino-html.vercel.app/assets/img/slider_3.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/slider_3.jpeg	(from https://arino-html.vercel.app/showcase-portfolio.html)
19:08:20	1192661/1192661	---M--	200	added ('OK')	image/jpeg	etag:%2233e1aed5c96ff9f4736c96cee23c2dd8%22	https://arino-html.vercel.app/assets/img/slider_4.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/slider_4.jpeg	(from https://arino-html.vercel.app/showcase-portfolio.html)
19:08:20	143707/143707	---MCZ	200	added ('OK')	application/javascript	etag:W/%228bd8f48b3e09e7e11b31f44c54a3767b%22	https://arino-html.vercel.app/assets/js/plugins/swiper.min.js	D:/01-Templates/arino/arino-html.vercel.app/assets/js/plugins/swiper.min.js	(from https://arino-html.vercel.app/showcase-portfolio.html)
19:08:21	407058/407058	---M--	200	added ('OK')	image/jpeg	etag:%22ea50e31549667e3d1fea48c727be2dd7%22	https://arino-html.vercel.app/assets/img/wedding.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/wedding.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
19:08:21	513317/513317	---M--	200	added ('OK')	image/jpeg	etag:%22b4b0990c1322990486a86e78ba05162a%22	https://arino-html.vercel.app/assets/img/commercial.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/commercial.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
19:08:21	1047727/1047727	---M--	200	added ('OK')	image/jpeg	etag:%225bc8de9f19966e9565d2fa839d1ef057%22	https://arino-html.vercel.app/assets/img/fashion.jpeg	D:/01-Templates/arino/arino-html.vercel.app/assets/img/fashion.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
